se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11,se_storage12,se_storage13,se_storage14,se_storage15,se_storage16,se_storage17,se_storage18,se_storage19,se_storage20
2.8214359,2.7885702,2.7259545,2.7045593,2.6390011,2.664607,2.5431824,2.5335457,2.48211,2.4674122,2.4447937,2.4011679,2.362994,2.3709493,2.3556767,2.3135417,2.2291839,2.2002962,2.1709821,2.1708159
5.5115433,5.4344683,5.325047,5.3626804,5.1425624,5.0462179,5.1220231,4.9932156,4.8959231,4.8679481,4.6863852,4.5558314,4.4332852,4.5509958,4.3599172,4.4080362,4.2653933,3.9699714,4.3482723,4.3041844
5.226881,5.1164875,5.0022516,5.0054789,4.9268365,4.8736753,4.8802633,4.6479955,4.607985,4.5018058,4.4627094,4.2534318,4.4399104,4.3131785,4.2433176,4.0679135,4.1409931,4.0281219,3.9110966,3.9419966
5.1942873,5.1406012,5.05165,4.9881825,4.9256244,4.9074602,4.8021965,4.7929835,4.6148586,4.6183748,4.5371256,4.5497451,4.5294261,4.3791699,4.313282,4.2969532,4.2546225,4.322567,4.1981168,3.9518795
7.455286,7.3996158,7.3005948,7.1284685,7.030551,7.0375619,6.956481,6.8965578,6.7161555,6.7636967,6.7444463,6.4404292,6.3826303,6.1753774,6.2400413,6.1166768,5.9973559,5.9178634,5.980896,5.885726
8.4425468,8.3559771,8.2726593,8.1472588,8.0410156,7.9333844,7.7979031,7.7658725,7.6713576,7.5551662,7.4596596,7.4088221,7.3030581,7.1645775,7.1585255,7.0214748,6.9005666,6.866622,6.6995029,6.589035
4.5222969,4.4743299,4.4218578,4.3810229,4.336668,4.2663832,4.2232003,4.1832018,4.1601143,4.0588312,4.025723,3.9078302,3.9205427,3.8408649,3.7928708,3.7635078,3.7102065,3.6694427,3.5779562,3.5376329
5.1475315,5.0723791,5.0310583,4.9412541,4.9101739,4.8459034,4.7764034,4.7889791,4.6819305,4.6643295,4.5582848,4.4717021,4.418581,4.3502555,4.2589984,4.2880526,4.2232924,4.2227368,4.1192451,4.0884414
5.3345866,5.2580867,5.1882334,5.1708603,5.062356,4.9859223,4.9604902,4.9262843,5.0000629,4.8746505,4.8457665,4.6767669,4.8165245,4.5366011,4.7240982,4.6349902,4.3451033,4.4141335,4.4428983,4.2144737
4.6548409,4.5900736,4.4380641,4.4677362,4.4528632,4.2927642,4.335752,4.1168242,4.1046019,4.0362339,3.9227538,3.9301383,3.9656343,3.8810327,3.8623402,3.6720963,3.5816538,3.6715932,3.4637382,3.6966646
9.4208488,9.3263264,9.2124376,9.1017303,8.9629364,8.9023733,8.7725754,8.633296,8.6296339,8.4254885,8.346365,8.2595768,8.1706486,8.009614,8.0114632,7.7791352,7.6958361,7.6435232,7.5116391,7.3863554
2.2004917,2.0922067,2.1191368,2.1718209,1.9813364,1.871008,1.8929181,1.8645853,1.7534796,1.8178718,1.9111032,1.7006447,1.7779274,1.8007706,1.7310939,1.5343428,1.7038958,1.6053765,1.4421363,1.7297794
5.1862583,5.1404781,5.089756,4.9518018,4.9037294,4.862823,4.8452086,4.6944914,4.7013345,4.6083698,4.5422425,4.4442325,4.4028721,4.3971872,4.3303313,4.3045926,4.246747,4.1021237,4.0539861,3.9430344
4.7031703,4.6446428,4.5645728,4.5222626,4.4723392,4.4413686,4.3957105,4.3264885,4.1347556,4.1622667,4.0442619,4.0599222,3.9160311,3.9478471,3.8585396,3.7899292,3.8238158,3.6926954,3.6935887,3.6542764
6.4460411,6.3834958,6.3169618,6.2436194,6.1225052,6.0864282,5.9433198,5.8083715,5.8280191,5.5225701,5.7425356,5.2635078,5.2018685,5.4103227,5.4534497,5.192451,4.9252515,5.0845709,5.0667944,4.8665743
4.1423917,4.0479774,4.0332232,3.9969008,3.8988492,3.8998177,3.8016095,3.8108683,3.7172348,3.7058089,3.6326323,3.5927458,3.6209435,3.5125022,3.391,3.3230963,3.3059974,3.3671892,3.3060219,3.1384685
5.5345674,5.4735851,5.2130604,5.1809554,5.1053638,4.9323463,5.1275773,4.5814772,4.6499534,4.4413404,4.4071488,4.2687297,3.9545319,3.6944849,3.639051,3.7711754,4.003674,3.5028265,3.7097466,3.7453454
5.2013292,5.0651846,5.0093446,4.9695263,4.8544502,4.9075589,4.5720844,4.6932483,4.4894147,4.5391922,4.4464765,4.3530154,4.2812204,4.2228494,4.1407194,4.0275044,4.1724916,3.8358717,3.8867476,3.7726197
3.7098629,3.653162,3.6161797,3.5570517,3.4970624,3.4719141,3.4142208,3.2961497,3.2160687,3.2334621,3.0686316,3.0872984,3.0683417,3.0251591,3.0361514,2.943409,2.9028811,2.8515198,2.9874241,2.9268067
4.7592659,4.64117,4.6682782,4.6125646,4.3071551,4.4324012,4.3509088,4.1946864,4.2454987,4.0381556,3.9562104,4.0712819,3.8613102,3.8221922,3.5855117,3.7327533,3.6622374,3.516948,3.5423973,3.6280329
3.8842888,3.8248861,3.7640986,3.6116576,3.5733178,3.4764285,3.4762306,3.3741014,3.4187088,3.2735233,3.3985848,3.3844903,3.1149859,3.0282738,2.9943056,2.9094656,2.7218297,2.6698451,2.5699639,2.6835542
5.5912905,5.5237317,5.4742112,5.4096069,5.3371615,5.2883267,5.2236652,5.1566739,5.0644846,5.0171156,4.9568801,4.8892488,4.8285193,4.7359934,4.7343526,4.6790018,4.5620756,4.5148196,4.4931674,4.4335895
1.751536,1.7340502,1.738731,1.6797611,1.6413962,1.6556219,1.6245869,1.6079547,1.5776386,1.5161471,1.4916221,1.4908359,1.4497771,1.4315596,1.4277641,1.3729578,1.3987247,1.4610991,1.3905267,1.3118767
3.5165737,3.4848485,3.3942623,3.3689852,3.3321435,3.2402589,3.256937,3.1700714,3.1175318,3.111186,3.0280843,3.0106843,2.991734,2.8986807,2.8713417,2.8722939,2.7703602,2.651428,2.6966987,2.6413145
3.3435645,3.3046622,3.2617788,3.2163379,3.1660643,3.164474,3.1256886,3.0427041,2.9571452,2.9931235,2.8981595,2.9533119,2.9021649,2.8865993,2.7279229,2.775063,2.6819494,2.6457443,2.5748878,2.5349183
4.9885006,4.8682833,4.8826728,4.7998142,4.5345592,4.5381269,4.4108701,4.3065057,4.3148723,4.3365855,4.2542319,4.1347585,3.9660766,3.8673005,4.004786,3.7666605,3.9874735,3.6723866,3.5695412,3.5202043
