b_storage1,b_storage2,b_storage3,b_storage4,b_storage5,b_storage6,b_storage7,b_storage8,b_storage9,b_storage10,b_storage11,b_storage12,b_storage13,b_storage14,b_storage15,b_storage16,b_storage17,b_storage18,b_storage19,b_storage20
1.1277908,.08136493,-.90993559,-1.927596,-2.9210794,-3.9019122,-4.9660654,-5.8827214,-6.9665422,-7.9085507,-8.9685307,-9.9419212,-10.918181,-11.953271,-12.972302,-14.096899,-15.003329,-15.971109,-16.979927,-17.987383
4.2625451,3.223336,2.1737585,1.1652246,.13911901,-1.0013914,-2.0061305,-3.0548017,-4.1059341,-5.1044202,-6.130949,-7.1461706,-8.3385773,-9.287014,-10.306257,-11.38469,-12.441967,-13.472075,-14.454373,-15.38644
3.0522387,2.0197127,1.0301424,.0012658176,-1.0767589,-2.0734174,-3.1558561,-4.1883073,-5.173945,-6.2589674,-7.1981812,-8.2816868,-9.3515396,-10.294341,-11.390208,-12.391129,-13.549205,-14.362753,-15.555984,-16.61178
1.4857005,.49114424,-.52834171,-1.5165321,-2.6334441,-3.5917768,-4.5906439,-5.6753392,-6.7114224,-7.6684089,-8.7059231,-9.6959543,-10.609358,-11.731177,-12.678608,-13.651373,-14.714769,-15.711251,-16.66164,-17.830965
-1.0226028,-1.9992895,-2.9972503,-3.9739792,-4.9960895,-6.0195241,-6.9658537,-8.0061064,-8.9590178,-9.8502541,-10.887118,-11.937599,-12.742474,-13.812048,-14.818514,-15.862862,-16.838644,-17.828445,-18.807177,-19.793102
-1.754066,-2.7243016,-3.7434728,-4.6704092,-5.7183895,-6.7089882,-7.5611024,-8.6416492,-9.6382341,-10.631367,-11.500124,-12.42548,-13.556297,-14.484224,-15.42587,-16.328362,-17.488672,-18.436049,-19.429974,-20.34906
-.42426181,-1.4256314,-2.4287252,-3.4340863,-4.4425688,-5.4260163,-6.4488912,-7.3709822,-8.3233929,-9.2857056,-10.339711,-11.337809,-12.351237,-13.313484,-14.318424,-15.401533,-16.248491,-17.380392,-18.234201,-19.461916
.89947921,-.097671196,-1.1366295,-2.1171062,-3.1506641,-4.1250782,-5.1546011,-6.1302547,-7.2098365,-8.2219048,-9.1991625,-10.098712,-11.234197,-12.137837,-13.219673,-14.181494,-15.239884,-16.287327,-17.133877,-18.103245
-3.0947254,-4.058538,-5.0314407,-5.9885325,-6.9456663,-7.9434619,-8.8721561,-9.8306894,-10.823511,-11.835818,-12.756504,-13.688683,-14.634173,-15.674914,-16.594389,-17.68112,-18.634869,-19.534885,-20.51996,-21.547768
3.4798164,2.4621778,1.4097557,.40378541,-.67684215,-1.6593086,-2.7894206,-3.679764,-4.8225856,-5.8144622,-6.8020835,-7.9492116,-8.9838676,-9.8375378,-11.097373,-12.018729,-12.956656,-14.090796,-15.126246,-16.067905
2.1910739,1.1933951,.15220082,-.91214919,-1.9555161,-2.925545,-3.9386368,-4.9339948,-5.9185929,-6.9947991,-7.9381328,-9.1438494,-9.9870186,-11.095493,-12.168485,-13.137523,-14.272721,-15.306043,-16.16324,-17.078188
-.27069992,-1.2656012,-2.2853708,-3.2437947,-4.2396221,-5.2418594,-6.2347755,-7.2075443,-8.1982155,-9.19596,-10.239716,-11.179651,-12.290758,-13.169788,-14.263668,-15.191239,-16.158421,-17.3055,-18.103403,-19.169455
