se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11,se_storage12,se_storage13,se_storage14,se_storage15,se_storage16,se_storage17,se_storage18,se_storage19,se_storage20
.86642462,.85839808,.84995794,.8389132,.83735472,.82593858,.82421511,.80868119,.8149026,.78289729,.7749396,.7764824,.75327736,.77560341,.7305547,.72648585,.71009219,.71099937,.68842512,.67958289
1.9146816,1.8926343,1.8730637,1.8556222,1.809767,1.8055862,1.7758751,1.7562239,1.7444084,1.7116412,1.6850435,1.6779543,1.6749257,1.6461172,1.6144515,1.5975646,1.5634909,1.5226469,1.5026171,1.5013086
1.5092714,1.4924172,1.4759011,1.4638335,1.4348133,1.4033865,1.3903413,1.3898603,1.3704317,1.3384719,1.3322321,1.304582,1.289854,1.2674383,1.2691332,1.2655107,1.2248055,1.2231106,1.1775227,1.1720814
6.4757237,6.4128551,6.3479867,6.2799525,6.2323275,6.1586189,6.0976496,6.0408802,5.9701433,5.9084325,5.8418698,5.7759552,5.7251191,5.6552992,5.5968051,5.5319991,5.4566007,5.4046164,5.3433495,5.2783132
1.7664361,1.7569392,1.7176223,1.6996881,1.7132636,1.6922853,1.6448375,1.6876378,1.7053502,1.6601603,1.6312927,1.5775802,1.5702262,1.5089979,1.5955288,1.4916918,1.4632217,1.4440881,1.3923805,1.3710964
1.0850828,1.0774387,1.0587265,1.0510151,1.0443037,1.0263593,1.0163544,1.0060533,.99927181,.99845827,.98065007,.96807325,.94152135,.95015872,.94957423,.90225625,.93587852,.89650077,.92302799,.88330382
.87551057,.86653888,.85346848,.84754753,.83486271,.83708251,.83215433,.82376748,.81221861,.80550778,.77611202,.78610992,.78205562,.77743965,.75913471,.76081282,.76164687,.7268616,.74556786,.71583587
2.8125389,2.7845514,2.7576187,2.7240586,2.7012906,2.6712232,2.6465321,2.6146977,2.588752,2.5578227,2.5348477,2.4977696,2.4521127,2.4489441,2.4209254,2.3902125,2.3642507,2.3232367,2.3040361,2.2701507
1.0675164,1.0566237,1.0524019,1.0373232,1.0256283,1.0092556,1.0146611,.9846589,.98941076,.9627316,.95710021,.95083094,.93694568,.91619945,.90823132,.89616615,.89506304,.90264821,.87532753,.8747431
1.8664863,1.9195607,1.8317921,1.7805839,1.7693,1.7550759,1.742527,1.7029556,1.7267957,1.6547195,1.6892109,1.69979,1.5531818,1.4901201,1.5312403,1.6173353,1.6324241,1.535731,1.5833398,1.4449766
